실행일,실행,종료,퍼널,실행 담당자,제안 담당자,소재,목적,타겟,문구,예상 모수,랜딩,수단,혜택 상세,Braze1,Braze2,예약 생성 (건),이탈 가설,추가 혜택,채널,서비스 생애 단계,타겟 연령,설정 시간,리드타임,출발시각,타겟 차종,글로벌 대조군(건),순증(건),사업팀 전달,실험군,실험군_발송,실험군_1일이내_예약생성,실험군_예약전환율,실험군_3일이내_예약생성,실험군_3일이내_예약전환율,실험군_7일이내_예약생성,실험군_7일이내_예약전환율,대조군,대조군_발송,대조군_1일이내_예약생성,대조군_예약전환율,3일이내 예약생성.1,예약전환율.4,7일이내 예약생성.1,예약전환율.5
2025-08-25,True,True,B0_혜택 탐색 중 이탈_접속,이나,,주행요금 개편,주행요금 개편전 접속회원 주행요금 인지 및 예약 유도,"0회차(인액티브) 앱접속 회원 중
+예약 없음
+08/20 이후 접속 없음
>> 남성/여성 메시지 분기 (50km )","남성
(광고)[쏘카] 직접 경험할 차례
50km 무료 주행으로 쏘카 첫 예약을 가볍게👍
[수신거부 : 설정]
여성
(광고)[쏘카] 합리적인 첫 예약
주행요금 50km 무료(=약 1시간) 혜택으로 가볍게👍
[수신거부 : 설정]",약2만,주행요금 페이지,,,Promo_250825_인액티브_이나_세일즈tf-마지막앱접속7일전_카셰어링(전체)_푸시_AB테스트,Promo_250825_인액티브_이나_세일즈tf-마지막앱접속7일전_카셰어링(전체)_푸시_AB테스트,,제공 혜택 미흡,,푸시,L5. 이탈 회원 : 30일 내 접속,,,,,,,,,TG_푸시_남성,7285.0,4.0,0.1,9.0,0.1,21.0,0.3,TG_푸시_여성,7285.0,4.0,0.0,9.0,0.10%,21.0,0.30%
2025-08-25,True,True,,이나,,,,,,,,,,Promo_250825_인액티브_이나_세일즈tf-마지막앱접속7일전_카셰어링(전체)_푸시_AB테스트,,,,,푸시,,,,,,,,,,TG_푸시_여성,4371.0,1.0,0.0,3.0,0.1,2.0,0.0,,,,,,,,
2025-08-25,True,True,B0_혜택 탐색 중 이탈_접속,이나,,주행요금 개편,주행요금 개편전 접속회원 주행요금 인지 및 예약 유도,"1년 전 반납 회원 (8/9월)
+앱 미접속 180일~365일
>> 남성/여성 메시지 분기 (50km )","(광고)[쏘카] 가격인하 알림📉
주행요금 50km 무료(=약 1시간) 올해는 새로운 요금으로 다시 이동해보세요!
[수신거부 : 설정]",약1.9만,주행요금 페이지,,,Promo_250825_이탈_이나_세일즈tf-성수기반납-1년미접속_카셰어링(전체)_푸시_AB테스트,Promo_250825_이탈_이나_세일즈tf-성수기반납-1년미접속_카셰어링(전체)_푸시_AB테스트,,제공 혜택 미흡,,푸시,L5. 이탈 회원 : 30일 내 접속,,,,,,,,,Variant,13179.0,8.0,0.1,32.0,0.2,60.0,0.5,Control,997.0,0.0,0.0,3.0,0.30%,5.0,0.50%
2025-08-26,True,False,B0_혜택 탐색 중 이탈_접속,이나,,이탈,"[검색/탐색 기반 이탈 회원]
연속적으로 앱에 관심을 보이지만 예약으로 전환되지 않은 회원 ","어제 2회 이상 앱 접속 후 
오늘도 접속했지만 30분 내 예약하지 않은 회원","(광고)[쏘카] 무조건 5% 적립
방금 본 차량, 놓치기 전에 예약하세요⏰
[수신거부 : 설정]",0.3만,가지러가기,,,Promo_250826_타겟_이나_세일즈tf-연속접속이탈_카셰어링(전체)_푸시_AB테스트,Promo_250826_타겟_이나_세일즈tf-연속접속이탈_카셰어링(전체)_푸시_AB테스트,,제공 혜택 미흡,,푸시,L2. 당일 활성 회원: 당일 접속,,,,,,,,,Variant,6392.0,697.0,10.9,1213.0,19.0,2835.0,44.4,Control,386.0,45.0,12.0,79.0,20.50%,160.0,41.50%
2025-08-26,True,True,B0_혜택 탐색 중 이탈_접속,지아나,,실적 대응,"[존 충성 기반 회원]
자주 이용한 쏘카존 기반 전환 유도
> 동일 존을 5회 이상 이용한 회원는 일상 수요가 높을 것으로 
해당 회원군에게 자주 이용하는 존으로 소구하면 전환 가능성이 높을 것","최근 6개월 동일 zone_id를 5회 이상 이용한 회원
  ㄴ 최근 7일 반납/예약 없는 회원 제외
  ㄴ 자주 사용 존이 여러 개일경우, 최근 반납일 기준 가장 최신 존","쏘카
(광고) 자주 이용하시는 【#{존이름}】 쏘카존🚙에서 
오늘도 편하게 출발해 보세요!
[수신거부 : 설정]",1.4만,"자주 이용 존 
존 하이라이트",,,Promo_250826_타겟_지아나_세일즈tf-자주이용쏘카존넛징_카셰어링(전체)_푸시_AB테스트,Promo_250826_타겟_지아나_세일즈tf-자주이용쏘카존넛징_카셰어링(전체)_푸시_AB테스트,,이동 니즈 감소,,푸시,L4. 잠재 회원 : 7일 내 접속,,,,,,,,,Variant,11789.0,517.0,4.4,1405.0,11.9,2356.0,20.0,Control,700.0,32.0,5.0,80.0,11.40%,148.0,21.10%
2025-08-28,True,True,T4__존 마커 클릭,지아나,,이탈,"존 기반
경쟁존에 뺏긴 수요 가져오기 - 과감하게 조금씩","- 20대이면서 최근 1개월 사용이력이 없음
- 경쟁존이면서 쏘카 실적 하위 30%에 해당되는 존 클릭 후
- 뒤로가기 클릭한 회원에게 푸시 안내
- 예약 전환을 위한 65% 할인 쿠폰 지급 (사용 기한 : 지급일로부터 1일이내)
- 할인율 근거 : 작년 대비 20대 이용시간 7% 감소, 시간당 매출 15% 증가 
- 최소 전년 수준 수요 확보를 위해선 시간당 매출 15% 추가 제안 필요
- 과감하게 획득 비용을 쿠폰 할인에 포함해 넛지 시도","약 8천명(20대-1년대 이력없음 앱접속)
+ 65% 2만 크레딧

- 쿠폰 필요 (한찬희(마이클)

(광고)[쏘카] 단 하루 65% 쿠폰 도착💸
고민 중이신 #NAME님을 위한 깜짝 쿠폰✨
사라지기 전에 바로 이용해 보세요!
[수신거부 : 설정]","기존 : 272건
목표 : 429건",쿠폰함 (15871),15871,,Promo_250827-0831_타겟_지아나_세일즈tf-경쟁존20대수요획득_카셰어링(전체)_푸시_AB테스트,Promo_250827-0831_타겟_지아나_세일즈tf-경쟁존20대수요획득_카셰어링(전체)_푸시_AB테스트,,고객 기대 가격 초과,쿠폰,푸시,L2. 당일 활성 회원: 당일 접속,A1.20대 (20-24),,,,,,,,Variant,905.0,173.0,19.1,233.0,25.7,255.0,28.2,Control,18.0,3.0,17.0,4.0,22.20%,4.0,22.20%
2025-08-28,True,True,B0_혜택 탐색 중 이탈_접속,패트,,이탈,8월 앱접속 2만 크레딧 미사용자 앱 접속 시 사용 유도,"- 8월 앱접속으로 2만 크레딧 지급 받은 회원
- 크레딧 지급 후 예약을 생성하지 않은 회원에게 앱접속후 시간설정 화면 진입 시 
- 현재 보유중인 크레딧과 전기차 주행 무료 혜택 넛지
- 의도 : 시간 설정 이후 퍼널에서는 크레딧 적용가 안내중으로 존/차량 선택전 크레딧과 EV 탐색 유도","⚡️전기차 주행요금 0원!
보유한 크레딧으로 부담없이
전기차 이용해보세요","(기본) 
타임셋팅 전환율 27%

(목표)
28% (250건)",보유 크레딧 안내 화면,,,Promo_250827-0831_타겟_패트_세일즈tf-앱접속2만크레딧미사용자-시간설정시_카셰어링(전체)_인앱메시지_AB테스트,Promo_250827-0831_타겟_패트_세일즈tf-앱접속2만크레딧미사용자-시간설정시_카셰어링(전체)_인앱메시지_control_AB테스트,,제공 혜택 미흡,,인앱메시지,L2. 당일 활성 회원: 당일 접속,,,,,M5.전기차,,,,Variant,4873.0,1966.0,40.3,2254.0,46.3,2094.0,43.0,Control,527.0,164.0,31.0,194.0,36.80%,192.0,36.40%
2025-08-29,True,True,B0_혜택 탐색 중 이탈_접속,패트,,이탈,8월 앱접속 2만 크레딧 미사용자 앱 접속 시 사용 유도,"- 8월 앱접속으로 2만 크레딧 지급 받은 회원
- 크레딧 지급 후 예약을 생성하지 않은 회원에게 앱접속후 시간설정 화면 진입 시 
- 현재 보유중인 크레딧과 전기차 주행 무료 혜택 넛지
- 의도 : 시간 설정 이후 퍼널에서는 크레딧 적용가 안내중으로 존/차량 선택전 크레딧과 EV 탐색 유도","⚡️전기차 주행요금 0원!
보유한 크레딧으로 부담없이
전기차 이용해보세요","(기본) 
타임셋팅 전환율 27%

(목표)
28% (250건)",,,,Promo_250827-0831_타겟_패트_세일즈tf-앱접속2만크레딧미사용자-시간설정시_카셰어링(전체)_인앱메시지_AB테스트,Promo_250827-0831_타겟_패트_세일즈tf-앱접속2만크레딧미사용자-시간설정시_카셰어링(전체)_인앱메시지_control_AB테스트,,제공 혜택 미흡,,인앱메시지,L2. 당일 활성 회원: 당일 접속,,,,,,,,,Variant,4550.0,1778.0,39.1,2046.0,45.0,1903.0,41.8,Control,444.0,122.0,27.0,152.0,34.20%,148.0,33.30%
2025-08-29,True,True,C1_예약 후 이탈_예약 취소,이나,,취소 후 재예약 유도,"일반존
이번 주말 예약 취소한 회원에게 재예약 유도
- 상세 : 예약 취소 후 1일 이상 재예약 생성하지 않은회원
- 참고 :  n시간 내 재예약 하는 회원 n% ","- 이번 주말 타겟 지역 10시간 이상 예약을 취소한 고객 가운데
- 주말 예약을 아직 생성하지 않은 회원에게 재예약 유도
- 혜택 : 60% (쿠폰 유효기간 1일)","(광고)[쏘카] {{ zone_display }}여정 준비 중인가요?
대여요금 60% → 유효 기간 1일🔥
지금 예약해보세요
[수신거부 : 설정]

:크레딧 있으면
(광고)[쏘카] {{ zone_display }}여정 준비 중인가요?
【대여요금 60% + {{total_discount_fmt}}원】 추가 할인
🔥유효 기간 1일! 지금 예약해보세요
[수신거부 : 설정]",,마지막 탐색존,"15869
15870",,Promo_250829_타겟_이나_세일즈tf-취소후재예약없음-일반-예약촉진_카셰어링(전체)_쿠폰_AB테스트,Promo_250829_타겟_이나_세일즈tf-취소후재예약없음-일반-예약촉진_카셰어링(전체)_쿠폰_AB테스트,,일정 변경,쿠폰,푸시,L3. 최근 활성 회원 : 3일 내 접속,,U3. 10시간 이상 ~ 24시간 미만,LT4.리드타임 1일 이상 ~ 7일 이내,,,,,,Variant,9751.0,598.0,6.1,1517.0,15.6,3779.0,38.8,Control,9.0,2.0,22.0,4.0,44.40%,5.0,55.60%
2025-08-29,True,True,C1_예약 후 이탈_예약 취소,이나/밤비/지아나,,취소 후 재예약 유도,"강릉역, 강릉버스터미널
이번 주말 예약 취소한 회원에게 재예약 유도
- 상세 : 예약 취소 후 1일 이상 재예약 생성하지 않은회원
- 참고 :  n시간 내 재예약 하는 회원 n% ","- 이번 주말 타겟 지역 10시간 이상 예약을 취소한 고객 가운데
- 주말 예약을 아직 생성하지 않은 회원에게 재예약 유도
- 혜택 : 60% + 3만원 할인 (쿠폰 유효기간 1일)","(광고)[쏘카] 강릉 여행 준비 중인가요?
대여요금 60% + {{total_discount_fmt}}원 추가 할인!
🔥유효 기간 1일! 지금 예약해보세요
[수신거부 : 설정]",,마지막 탐색존,15881,,Promo_250829_타겟_이나_세일즈tf-취소후재예약없음-강릉-예약촉진_카셰어링(전체)_쿠폰_AB테스트,Promo_250829_타겟_이나_세일즈tf-취소후재예약없음-강릉-예약촉진_카셰어링(전체)_쿠폰_AB테스트,,일정 변경,쿠폰,푸시,L3. 최근 활성 회원 : 3일 내 접속,,U3. 10시간 이상 ~ 24시간 미만,LT4.리드타임 1일 이상 ~ 7일 이내,,,,,,Variant,9611.0,563.0,5.9,1466.0,15.3,3679.0,38.3,Control,0.0,0.0,,0.0,,0.0,
2025-08-29,True,True,C1_예약 후 이탈_예약 취소,이나/밤비/지아나,,취소 후 재예약 유도,"여수엑스포역, 여수종합버스터미널
이번 주말 예약 취소한 회원에게 재예약 유도
- 상세 : 예약 취소 후 1일 이상 재예약 생성하지 않은회원
- 참고 :  n시간 내 재예약 하는 회원 n% ","- 이번 주말 타겟 지역 10시간 이상 예약을 취소한 고객 가운데
- 주말 예약을 아직 생성하지 않은 회원에게 재예약 유도
- 혜택 : 60% + 3만원 할인 (쿠폰 유효기간 1일)","(광고)[쏘카] 여수 여행 준비 중인가요?
대여요금 60% + {{total_discount_fmt}}원 추가 할인!
🔥유효 기간 1일! 지금 예약해보세요
[수신거부 : 설정]",,마지막 탐색존,15882,,Promo_250829_타겟_이나_세일즈tf-취소후재예약없음-여수-예약촉진_카셰어링(전체)_쿠폰_AB테스트,Promo_250829_타겟_이나_세일즈tf-취소후재예약없음-여수-예약촉진_카셰어링(전체)_쿠폰_AB테스트,,일정 변경,쿠폰,푸시,L3. 최근 활성 회원 : 3일 내 접속,,U3. 10시간 이상 ~ 24시간 미만,LT4.리드타임 1일 이상 ~ 7일 이내,,,,,,Variant,9611.0,562.0,5.8,1466.0,15.3,3681.0,38.3,Control,0.0,0.0,,0.0,,0.0,
2025-08-29,True,True,C1_예약 후 이탈_예약 취소,이나/밤비/지아나,,취소 후 재예약 유도,"부산역, 부산종합버스터미널
이번 주말 예약 취소한 회원에게 재예약 유도
- 상세 : 예약 취소 후 1일 이상 재예약 생성하지 않은회원
- 참고 :  n시간 내 재예약 하는 회원 n% ","- 이번 주말 타겟 지역 10시간 이상 예약을 취소한 고객 가운데
- 주말 예약을 아직 생성하지 않은 회원에게 재예약 유도
- 혜택 : 60% + 3만원 할인 (쿠폰 유효기간 1일)","(광고)[쏘카] 부산 여행 준비 중인가요?
대여요금 60% + {{total_discount_fmt}}원 추가 할인!
🔥유효 기간 1일! 지금 예약해보세요
[수신거부 : 설정]",,마지막 탐색존,15873,,Promo_250829_타겟_이나_세일즈tf-취소후재예약없음-부산-예약촉진_카셰어링(전체)_쿠폰_AB테스트,Promo_250829_타겟_이나_세일즈tf-취소후재예약없음-부산-예약촉진_카셰어링(전체)_쿠폰_AB테스트,,일정 변경,쿠폰,푸시,L3. 최근 활성 회원 : 3일 내 접속,,U3. 10시간 이상 ~ 24시간 미만,LT4.리드타임 1일 이상 ~ 7일 이내,,,,,,Variant,9610.0,562.0,5.8,1466.0,15.3,3679.0,38.3,Control,0.0,0.0,,0.0,,0.0,
2025-08-29,True,True,C1_예약 후 이탈_예약 취소,이나/밤비/지아나,,취소 후 재예약 유도,"경주역, 경주버스터미널
이번 주말 예약 취소한 회원에게 재예약 유도
- 상세 : 예약 취소 후 1일 이상 재예약 생성하지 않은회원
- 참고 :  n시간 내 재예약 하는 회원 n% ","- 이번 주말 타겟 지역 10시간 이상 예약을 취소한 고객 가운데
- 주말 예약을 아직 생성하지 않은 회원에게 재예약 유도
- 혜택 : 60% + 3만원 할인 (쿠폰 유효기간 1일)","(광고)[쏘카] 경주 여행 준비중인가요?
대여요금 60%와 {보유크레딧+30,000}원 할인!
🔥유효 기간 1일! 지금 예약해보세요.",,마지막 탐색존,15883,,Promo_250829_타겟_이나_세일즈tf-취소후재예약없음-경주-예약촉진_카셰어링(전체)_쿠폰_AB테스트,Promo_250829_타겟_이나_세일즈tf-취소후재예약없음-경주-예약촉진_카셰어링(전체)_쿠폰_AB테스트,,일정 변경,쿠폰,푸시,L3. 최근 활성 회원 : 3일 내 접속,,U3. 10시간 이상 ~ 24시간 미만,LT4.리드타임 1일 이상 ~ 7일 이내,,,,,,Variant,9608.0,562.0,5.8,1466.0,15.3,3678.0,38.3,Control,0.0,0.0,,0.0,,0.0,
2025-08-29,True,True,C1_예약 후 이탈_예약 취소,이나/밤비/지아나,,취소 후 재예약 유도,"제주공항
이번 주말 예약 취소한 회원에게 재예약 유도
- 상세 : 예약 취소 후 1일 이상 재예약 생성하지 않은회원
- 참고 :  n시간 내 재예약 하는 회원 n% ","- 이번 주말 타겟 지역 10시간 이상 예약을 취소한 고객 가운데
- 주말 예약을 아직 생성하지 않은 회원에게 재예약 유도
- 혜택 : 60% + 3만원 할인 (쿠폰 유효기간 1일)","(광고)[쏘카] {{ zone_display }}여정 준비 중인가요?
대여요금 60% → 유효 기간 1일🔥
지금 예약해보세요
[수신거부 : 설정]

:크레딧 있으면
(광고)[쏘카] {{ zone_display }}여정 준비 중인가요?
【대여요금 60% + {{total_discount_fmt}}원】 추가 할인
🔥유효 기간 1일! 지금 예약해보세요
[수신거부 : 설정]",,마지막 탐색존,15863,,Promo_250829_타겟_이나_세일즈tf-취소후재예약없음-제주-예약촉진_카셰어링(전체)_쿠폰_AB테스트,Promo_250829_타겟_이나_세일즈tf-취소후재예약없음-제주-예약촉진_카셰어링(전체)_쿠폰_AB테스트,,일정 변경,쿠폰,푸시,L3. 최근 활성 회원 : 3일 내 접속,,U3. 10시간 이상 ~ 24시간 미만,LT4.리드타임 1일 이상 ~ 7일 이내,,,,,,Variant,9625.0,573.0,6.0,1471.0,15.3,3690.0,38.3,Control,0.0,0.0,,0.0,,0.0,
2025-08-29,True,True,C1_예약 후 이탈_예약 취소,이나/밤비/지아나,,취소 후 재예약 유도,"일반존 (관광존 제외 모두)
9월말 예약 취소한 회원에게 재예약 유도
- 상세 : 예약 취소 후 1일 이상 재예약 생성하지 않은회원
- 참고 :  n시간 내 재예약 하는 회원 n% ","- 9월 말까지 주말 10시간 이상 예약 취소 고객
- 주말 예약을 아직 생성하지 않은 회원에게 재예약 유도
- 혜택 : 60% (쿠폰 유효기간 1일)","(광고)[쏘카] ⏰단 1번! 60% 추가 할인
지금 놓치면 끝! OOO님 전용 혜택 받기👉
[수신거부 : 설정]",,내쿠폰,"15869
15870",,Promo_250829_타겟_이나_세일즈tf-취소후재예약없음-일반(주말)-예약촉진2_카셰어링(전체)_쿠폰_AB테스트,Promo_250829_타겟_이나_세일즈tf-취소후재예약없음-일반(주말)-예약촉진2_카셰어링(전체)_쿠폰_AB테스트,,일정 변경,쿠폰,푸시,L4. 잠재 회원 : 7일 내 접속,,U3. 10시간 이상 ~ 24시간 미만,,,,,,,Variant,1175.0,115.0,9.8,190.0,16.2,545.0,46.4,Control,18.0,0.0,0.0,1.0,5.60%,10.0,55.60%
2025-08-29,True,True,C1_예약 후 이탈_예약 취소,이나/밤비/지아나,,취소 후 재예약 유도,"일반존 (관광존 제외 모두)
9월말 예약 취소한 회원에게 재예약 유도
- 상세 : 예약 취소 후 1일 이상 재예약 생성하지 않은회원
- 참고 :  n시간 내 재예약 하는 회원 n% ","- 9월 말까지 주말 10시간 이상 예약 취소 고객
- 주말 예약을 아직 생성하지 않은 회원에게 재예약 유도
- 혜택 : 60% (쿠폰 유효기간 1일)","(광고)[쏘카] ⏰단 1번! 60% 추가 할인
지금 놓치면 끝! OOO님 전용 혜택 받기👉
[수신거부 : 설정]",,내쿠폰,"15869
15870",,Promo_250829_타겟_이나_세일즈tf-취소후재예약없음-일반(주중)-예약촉진2_카셰어링(전체)_쿠폰_AB테스트,Promo_250829_타겟_이나_세일즈tf-취소후재예약없음-일반(주중)-예약촉진2_카셰어링(전체)_쿠폰_AB테스트,,일정 변경,쿠폰,푸시,L4. 잠재 회원 : 7일 내 접속,,U3. 10시간 이상 ~ 24시간 미만,,,,,,,Variant,3979.0,210.0,5.3,816.0,20.5,1724.0,43.3,Control,56.0,4.0,7.0,8.0,14.30%,16.0,28.60%
2025-09-01,True,False,T1_차량 탐색 중 이탈_가지러가기/부름 클릭,패트,,이탈,"- 주중 18시이후 접속한 회원들에게는
- 지도화면에서 뒤로가기 클릭 시
- 가장 혜택이 큰 심야 19,900원 상품과 주행요금 50km까지 무료인 점을 안내
- 예약 전환 시도",,"🔥 지금부터 내일 오전 10시까지
💰심야 19,900원
[Tip] 50km까지 주행료 무료는 덤!",,,,,Promo_250825_타겟_패트_세일즈tf-지도화면뒤로가기클릭시-세일즈타임마감특가_카셰어링(전체)_인앱메시지_AB테스트,Promo_250825_타겟_패트_세일즈tf-지도화면뒤로가기클릭시-세일즈타임마감특가_카셰어링(전체)_인앱메시지_control_AB테스트,,고객 기대 가격 초과,,인앱메시지,L2. 당일 활성 회원: 당일 접속,,,,,,,,,Variant,1617.0,444.0,27.5,575.0,35.6,678.0,41.9,Control,0.0,0.0,,0.0,,0.0,
2025-09-01,True,False,T1_차량 탐색 중 이탈_가지러가기/부름 클릭,패트,,로열티 프로그램,"- 지도화면에서 뒤로가기를 클릭한 회원은 추가 혜택을 탐색하거나 이탈이 예상되는 회원으로
- 일반50% 또는 적립 프로그램 안내 각각 A/B 테스트 진행",,"[쿠폰]
🛎️ 50% 할인 쿠폰 지급 완료
반값이면 망설일 이유가 없죠 🙌 

[적립]
💰지금 예약하면 
크레딧 5% 적립!
",,,,,Promo_250901-0930_타겟_패트_세일즈tf-지도화면뒤로가기클릭시_카셰어링(전체)_인앱메시지_AB테스트,Promo_250820_타겟_패트_세일즈tf-지도화면뒤로가기클릭시_카셰어링(전체)_인앱메시지_control_AB테스트,,고객 기대 가격 초과,쿠폰,인앱메시지,L2. 당일 활성 회원: 당일 접속,,,,,,,,,Variant,2512.0,734.0,29.2,944.0,37.6,1022.0,40.7,Control,492.0,110.0,22.0,150.0,30.50%,154.0,31.30%
